Site,Year,Season,SurveyType,TideZone,Transect,Quad,Species,Density
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Atalacmea fragilis,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Atalacmea fragilis,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Atalacmea fragilis,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Atalacmea fragilis,0
CapeFoulwind,2006,Summer,Quads_All_species,Mid,1,1,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,High,2,1,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,Mid,1,2,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,5,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,Mid,1,5,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,High,1,1,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,Mid,2,1,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,Mid,2,4,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,4,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,Mid,2,1,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,High,1,4,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,Mid,2,2,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,High,1,1,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,High,1,4,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,Mid,2,2,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,Mid,1,4,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,1,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,3,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,High,2,2,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,Mid,1,1,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,Mid,2,4,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,High,1,2,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,High,1,4,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,Mid,2,4,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,High,2,1,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,Mid,2,5,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,Mid,2,5,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,High,2,5,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,Mid,1,2,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,High,1,1,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,Mid,2,5,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,Mid,2,3,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,Mid,2,3,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,High,1,3,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,High,1,2,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,High,2,5,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,Mid,2,2,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,High,1,2,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,High,2,4,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,Mid,2,1,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,Mid,2,3,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,High,2,3,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,High,2,5,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,High,1,5,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,High,1,5,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,Mid,1,3,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,High,2,3,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,High,1,3,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,High,1,5,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,Mid,1,5,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,High,2,2,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,2,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,High,2,3,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,High,2,4,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,High,2,4,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,Mid,1,3,Notoacmea Apexstar,0
CapeFoulwind,2006,Summer,Quads_All_species,High,2,2,Notoacmea Apexstar,0
CapeFoulwind,2006,Winter,Quads_All_species,Mid,1,4,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,High,2,1,Notoacmea Apexstar,0
CapeFoulwind,2005,Winter,Quads_All_species,High,1,3,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,Mid,2,5,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,High,1,3,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,High,2,4,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,High,2,1,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,High,2,2,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,High,1,1,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,Mid,2,2,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,High,1,4,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,Mid,2,3,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,High,1,2,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,Mid,1,3,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,Mid,2,1,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,High,1,5,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,Mid,1,5,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,High,2,3,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,High,1,3,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,Mid,1,2,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,Mid,2,3,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,Mid,1,4,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,High,2,4,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,High,2,5,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,High,2,5,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,High,1,5,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,High,1,2,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,High,1,4,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,Mid,1,1,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,High,2,3,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,Mid,2,2,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,Mid,2,4,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,Mid,2,5,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,High,1,1,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,High,2,2,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,Mid,2,1,Notoacmea Apexstar,0
JacksonHead,2006,Winter,Quads_All_species,High,2,1,Notoacmea Apexstar,0
JacksonHead,2006,Summer,Quads_All_species,Mid,2,4,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,Mid,1,2,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,High,2,5,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,Mid,2,1,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,Mid,1,2,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,High,1,1,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,Mid,1,3,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,High,2,2,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,Mid,2,5,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,Mid,1,4,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,Mid,2,4,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,Mid,2,1,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,Mid,1,3,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,High,2,3,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,High,2,2,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,Mid,2,4,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,High,1,3,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,High,2,5,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,Mid,2,2,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,High,1,4,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,Mid,2,2,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,High,1,1,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,High,1,3,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,Mid,1,5,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,High,1,4,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,High,2,4,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,Mid,1,5,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,High,2,1,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,High,1,2,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,High,2,3,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,Mid,2,3,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,High,1,5,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,High,2,1,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,Mid,1,1,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,High,1,2,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,Mid,2,3,Notoacmea Apexstar,0
OkahuPoint,2006,Winter,Quads_All_species,Mid,1,1,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,High,1,5,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,High,2,4,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,Mid,2,5,Notoacmea Apexstar,0
OkahuPoint,2006,Summer,Quads_All_species,Mid,1,4,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,Mid,2,3,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,Mid,1,3,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,Mid,2,3,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,High,1,5,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,Mid,2,4,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,Mid,1,5,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,1,4,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,Mid,2,1,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,High,1,2,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,High,1,3,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,High,2,1,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,Mid,1,1,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,Mid,2,5,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,1,2,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,Mid,2,2,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,High,2,2,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,High,1,5,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,Mid,2,5,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,High,1,4,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,High,1,4,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,High,2,3,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,High,1,5,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,High,1,1,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,High,2,1,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,2,2,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,Mid,1,2,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,Mid,1,4,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,1,5,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,Mid,1,3,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,High,2,5,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,Mid,2,4,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,Mid,1,1,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,2,4,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,High,1,2,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,High,1,4,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,High,1,3,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,2,1,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,High,2,1,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,High,2,3,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,High,1,2,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,1,3,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,Mid,2,1,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,High,1,3,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,Mid,1,5,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,High,2,5,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,High,2,2,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,High,1,1,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,1,1,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,High,1,1,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,High,2,3,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,High,2,5,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,Mid,2,2,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,High,2,2,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,High,2,4,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,Mid,1,2,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,2,5,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,High,2,4,Notoacmea Apexstar,0
PaiaPoint,2005,Winter,Quads_All_species,High,2,4,Notoacmea Apexstar,0
PaiaPoint,2006,Winter,Quads_All_species,Mid,2,3,Notoacmea Apexstar,0
PaiaPoint,2006,Summer,Quads_All_species,Mid,1,4,Notoacmea Apexstar,0
Rakautara,2006,Summer,Quads_All_species,High,2,1,Notoacmea Apexstar,0
Rakautara,2006,Summer,Quads_All_species,Mid,2,4,Notoacmea Apexstar,0
Rakautara,2006,Winter,Quads_All_species,Mid,1,2,Notoacmea Apexstar,0
Rakautara,2005,Winter,Quads_All_species,Mid,2,3,Notoacmea Apexstar,0
Rakautara,2006,Winter,Quads_All_species,Mid,1,1,Notoacmea Apexstar,0
Rakautara,2006,Summer,Quads_All_species,Mid,2,2,Notoacmea Apexstar,0
Rakautara,2006,Summer,Quads_All_species,High,2,2,Notoacmea Apexstar,0
Rakautara,2006,Winter,Quads_All_species,High,2,5,Notoacmea Apexstar,0
Rakautara,2005,Winter,Quads_All_species,Mid,1,2,Notoacmea Apexstar,0
Rakautara,2006,Winter,Quads_All_species,Mid,1,5,Notoacmea Apexstar,0
Rakautara,2005,Winter,Quads_All_species,High,1,2,Notoacmea Apexstar,0
Rakautara,2006,Summer,Quads_All_species,Mid,1,1,Notoacmea Apexstar,0
Rakautara,2006,Winter,Quads_All_species,Mid,1,3,Notoacmea Apexstar,0
Rakautara,2005,Winter,Quads_All_species,High,2,2,Notoacmea Apexstar,0
Rakautara,2006,Summer,Quads_All_species,High,2,5,Notoacmea Apexstar,0
Rakautara,2005,Winter,Quads_All_species,Mid,1,5,Notoacmea Apexstar,0
Rakautara,2006,Winter,Quads_All_species,Mid,1,4,Notoacmea Apexstar,0
Rakautara,2005,Winter,Quads_All_species,High,1,4,Notoacmea Apexstar,0
Rakautara,2005,Winter,Quads_All_species,High,2,4,Notoacmea Apexstar,0
Rakautara,2006,Summer,Quads_All_species,High,1,2,Notoacmea Apexstar,0
Rakautara,2005,Winter,Quads_All_species,High,2,5,Notoacmea Apexstar,0
Rakautara,2005,Winter,Quads_All_species,Mid,1,1,Notoacmea Apexstar,0
Rakautara,2005,Winter,Quads_All_species,High,1,3,Notoacmea Apexstar,0
Rakautara,2006,Summer,Quads_All_species,High,1,4,Notoacmea Apexstar,0
Rakautara,2006,Summer,Quads_All_species,High,2,3,Notoacmea Apexstar,0
Rakautara,2006,Winter,Quads_All_species,High,2,3,Notoacmea Apexstar,0
Rakautara,2006,Winter,Quads_All_species,High,2,2,Notoacmea Apexstar,0
Rakautara,2006,Summer,Quads_All_species,Mid,1,4,Notoacmea Apexstar,0
