published_data.originalid,published_data.originaltraitname,published_data.originaltraitdef,published_data.standardisedtraitname,published_data.standardisedtraitdef,published_data.originaltraitvalue,published_data.originaltraitunit,published_data.originalerrorpos,published_data.originalerrorneg,published_data.originalerrorunit,published_data.standardisedtraitvalue,published_data.standardisedtraitunit,published_data.standardisederrorpos,published_data.standardisederrorneg,published_data.standardisederrorunit,published_data.replicates,published_data.habitat,published_data.labfield,published_data.arenavalue,published_data.arenaunit,published_data.arenavaluesi,published_data.arenaunitsi,published_data.ambienttemp,published_data.ambienttempmethod,published_data.ambienttempunit,published_data.ambientlight,published_data.ambientlightunit,published_data.secondstressor,published_data.secondstressordef,published_data.secondstressorvalue,published_data.secondstressorunit,published_data.timestart,published_data.timeend,published_data.totalobstimevalue,published_data.totalobstimeunit,published_data.totalobstimevaluesi,published_data.totalobstimeunitsi,published_data.totalobstimenotes,published_data.resrepvalue,published_data.resrepunit,published_data.resrepvaluesi,published_data.resrepunitsi,published_data.locationtext,published_data.locationtype,published_data.originallocationdate,published_data.locationdate,published_data.locationdateprecision,published_data.coordinatetype,published_data.latitude,published_data.longitude,published_data.interactor1,published_data.interactor1common,published_data.interactor1wholepart,published_data.interactor1wholeparttype,published_data.interactor1number,published_data.interactor1kingdom,published_data.interactor1phylum,published_data.interactor1class,published_data.interactor1order,published_data.interactor1family,published_data.interactor1genus,published_data.interactor1species,published_data.interactor1stage,published_data.interactor1temp,published_data.interactor1tempunit,published_data.interactor1tempmethod,published_data.interactor1growthtemp,published_data.interactor1growthtempunit,published_data.interactor1growthdur,published_data.interactor1growthdurunit,published_data.interactor1growthtype,published_data.interactor1acc,published_data.interactor1acctemp,published_data.interactor1acctempnotes,published_data.interactor1acctime,published_data.interactor1acctimenotes,published_data.interactor1acctimeunit,published_data.interactor1origtemp,published_data.interactor1origtempnotes,published_data.interactor1origtime,published_data.interactor1origtimenotes,published_data.interactor1origtimeunit,published_data.interactor1equilibtimevalue,published_data.interactor1equilibtimeunit,published_data.interactor1size,published_data.interactor1sizeunit,published_data.interactor1sizetype,published_data.interactor1sizesi,published_data.interactor1sizeunitsi,published_data.interactor1denvalue,published_data.interactor1denunit,published_data.interactor1dentypesi,published_data.interactor1denvaluesi,published_data.interactor1denunitsi,published_data.interactor1massvaluesi,published_data.interactor1massunitsi,published_data.interactor2,published_data.interactor2common,published_data.interactor2kingdom,published_data.interactor2phylum,published_data.interactor2class,published_data.interactor2order,published_data.interactor2family,published_data.interactor2genus,published_data.interactor2species,published_data.interactor2stage,published_data.interactor2temp,published_data.interactor2tempunit,published_data.interactor2tempmethod,published_data.interactor2growthtemp,published_data.interactor2growthtempunit,published_data.interactor2growthdur,published_data.interactor2growthdurunit,published_data.interactor2growthtype,published_data.interactor2acc,published_data.interactor2acctemp,published_data.interactor2acctempnotes,published_data.interactor2acctime,published_data.interactor2acctimenotes,published_data.interactor2acctimeunit,published_data.interactor2origtemp,published_data.interactor2origtempnotes,published_data.interactor2origtime,published_data.interactor2origtimenotes,published_data.interactor2origtimeunit,published_data.interactor2equilibtimevalue,published_data.interactor2equilibtimeunit,published_data.interactor2size,published_data.interactor2sizeunit,published_data.interactor2sizetype,published_data.interactor2sizesi,published_data.interactor2sizeunitsi,published_data.interactor2denvalue,published_data.interactor2denunit,published_data.interactor2dentypesi,published_data.interactor2denvaluesi,published_data.interactor2denunitsi,published_data.interactor2massvaluesi,published_data.interactor2massunitsi,published_data.physicalprocess,published_data.physicalprocess_1,published_data.physicalprocess_2,published_data.figuretable,published_data.citation,published_data.doi,published_data.submittedby,published_data.contributoremail,published_data.notes
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,0.6931,individual / (1 individual * 24 hour),,,,0.000008022,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,5,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,5,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,5,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,3.0753,individual / (1 individual * 24 hour),,,,0.00003559375,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,5,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,5,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,5,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,4.1423,individual / (1 individual * 24 hour),,,,0.00004794329,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,5,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,5,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,5,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,3.1507,individual / (1 individual * 24 hour),,,,0.00003646644,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,10,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,10,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,10,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,4.1706,individual / (1 individual * 24 hour),,,,0.00004827083,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,10,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,10,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,10,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,5.2154,individual / (1 individual * 24 hour),,,,0.00006036343,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,10,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,10,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,10,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,7.1311,individual / (1 individual * 24 hour),,,,0.00008253588,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,10,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,10,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,10,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,6.7139,individual / (1 individual * 24 hour),,,,0.00007770718,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,20,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,20,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,20,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,7.8882,individual / (1 individual * 24 hour),,,,0.00009129861,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,20,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,20,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,20,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,8.7624,individual / (1 individual * 24 hour),,,,0.0001014167,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,20,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,20,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,20,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,13.9329,individual / (1 individual * 24 hour),,,,0.0001612604,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,20,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,20,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,20,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,15.8313,individual / (1 individual * 24 hour),,,,0.0001832326,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,20,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,20,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,20,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,6.0026,individual / (1 individual * 24 hour),,,,0.00006947454,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,25,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,25,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,25,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,9.7502,individual / (1 individual * 24 hour),,,,0.0001128495,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,25,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,25,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,25,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,10.8992,individual / (1 individual * 24 hour),,,,0.0001261481,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,25,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,25,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,25,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD238,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,12.9982,individual / (1 individual * 24 hour),,,,0.0001504421,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,25,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,25,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,25,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,10,individual per arena (1),individual,25000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD239,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,0.4809,individual / (1 individual * 24 hour),,,,0.000005566,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,5,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,5,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,5,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,2,individual per arena (1),individual,5000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
MTD239,Resource Consumption Rate,The number of resource consumed per number of consumers per time,Resource Consumption Rate,The number of resource consumed per number of consumers per time,1.1511,individual / (1 individual * 24 hour),,,,0.00001332292,individual / (individual * second),,,,1,freshwater,lab,0.0004,cubic metre,0.0004,cubic metre,5,direct,celsius,,,,,,,,,24,hour,86400,second,,2,hour,7200,second,"Tasmania, Australia",,,,0,,-41.707,146.149,Naucoris congrex,water bug,,,,Metazoa,Arthropoda,Insecta,Hemiptera,Naucoridae,Naucoris,congrex,adult,5,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,7.68414514093972E-8,kilogram,1,individual per arena (1),individual,2500,cubic meter,7.68414514093972E-8,kilogram (wet body mass),Culicidae spp.,mosquito,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,instar final,5,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,not stated,0.0000094,kilogram,2,individual per arena (1),individual,5000,cubic meter,0.0000094,kilogram (wet body mass),consumption rate,interaction,ecological event,Fig 1,"McCoull C.J., R. Swain & R.W. Barnes. 1998. Effect of temperature on the functional response and components of attack rate in Naucoris congrex Stal (Hemiptera: Naucoridae). Australian Journal of Entomology 37, 323-327.",http://dx.doi.org/10.1111/j.1440-6055.1998.tb01591.x,Biotraits,null@null.invalid,
